 -1.09678076,   -3.49172024,   1
  2.05232541,    1.42020834,  -1
 -2.80621469,   -2.77921396,   1
 -0.42865203,   -3.89300031,   1
  3.13414624,   -1.97822741,  -1
 -1.42129379,    3.31050980,  -1
  1.99858123,   -3.63964986,   1
 -2.29518438,   -4.02915656,   1
 -3.75859270,   -0.49917093,   1
  2.77563937,    2.54759335,  -1
 -1.20222456,   -0.13058922,  -1
 -0.09929205,    3.03181538,  -1
 -3.89783808,    3.43698191,  -1
 -4.06916941,   -0.60642537,   1
  2.14635390,   -1.30982402,  -1
 -4.87986911,   -0.80197854,   1
 -1.14978308,    1.44865879,  -1
  4.63680689,   -2.49373577,  -1
 -0.25642340,    4.56091402,  -1
 -2.02127999,    3.46493683,  -1
 -0.33166798,   -2.62686134,   1
  0.52666028,   -2.86661736,   1
  2.97932800,   -3.26254220,   1
  0.48537727,   -3.60763523,   1
  3.87519514,    1.15515263,  -1
