 0.214132574,  4.337015718, 3
-0.216242008, -0.285651361, 2
-0.330045490, -0.772017252, 1
 0.645948822,  1.082546135, 2
-0.020250354, -0.343980520, 1
-0.505885999, -0.241026506, 2
 1.622184637,  0.590601728, 2
 0.936041960,  3.821906763, 3
 1.217656601,  3.606918860, 3
 0.628160561,  0.436674490, 2
 1.264034362,  4.248661349, 3
 0.457858023,  0.234702299, 1
-0.139718871,  0.436321979, 1
 0.360022333,  0.652901624, 2
-0.058701255,  0.093704662, 1
-0.743128665,  0.415634973, 2
-0.073383007,  6.038287779, 3
 0.009419485,  0.591187745, 1
-0.484869713, -0.034406232, 2
 0.921437032,  3.909303195, 3
 0.901547611,  4.142874116, 3
 0.034049448, -1.515476538, 1
 0.892947567,  3.902828213, 3
 1.072265307,  0.391852968, 2
 0.349820431,  4.337278645, 3
 0.926757767,  3.523404041, 3
 0.571551931,  0.031948416, 2
 1.014162002,  0.037225328, 2
 0.296858024,  4.182303382, 3
 0.007322348, -0.095857452, 1
-0.203323828,  0.129638807, 2
 0.275523891,  0.949758463, 1
-0.232242821, -0.116276918, 1
 0.903731844,  3.819621966, 3
-0.062486564,  1.217886905, 1
 0.957838923,  0.141728594, 2
 0.082682802,  4.057011875, 3
-0.219019090, -0.089796727, 2
-0.224536658,  0.846525845, 1
 0.598643410,  4.587848326, 3
 1.130273633,  4.235719438, 3
-0.114877613,  0.064076060, 1
 1.181110955,  4.615687865, 3
 0.418042873,  2.649178810, 3
 0.527591375,  3.180681975, 3
 0.292696442,  4.302110409, 3
 0.609742581, -0.158947045, 2
 1.543089043,  0.286594126, 2
 0.143068512,  3.455773660, 3
 0.050481235, -0.448043953, 1
 0.843125819,  2.644506724, 3
 1.277556330,  2.760310622, 3
 0.858519035,  3.146908628, 3
 0.128844104, -0.555513490, 1
 0.101439916, -0.098420540, 1
 1.456364235,  0.054498016, 2
 0.166051767,  0.099292884, 1
 0.331165136,  4.354951713, 3
 0.762500288,  4.463364618, 3
 0.677845791, -0.416996494, 2
 0.240553668,  3.874593209, 3
 0.741383506,  3.795870265, 3
 0.556198079, -0.096255119, 2
 0.293043190, -0.156499169, 1
 2.082019791,  0.066385296, 2
 0.881238613,  3.923233699, 3
 0.323029827,  4.037921265, 3
 1.430000001,  0.390948398, 2
 0.889813702,  3.989841080, 3
 1.308158136,  2.149468228, 3
 0.849264474,  1.421018015, 1
 1.231450689,  0.883073066, 2
 0.876585016,  0.484368215, 2
 1.112125248,  3.543647978, 3
 0.893579993,  3.863810401, 3
-0.191938943, -0.664130737, 1
 0.522241632,  2.486053028, 1
 1.106156847,  3.244579049, 3
 1.055727546,  4.737286661, 3
 0.818240212,  4.673051216, 3
-0.052577238,  0.529967821, 2
 1.225642522,  0.344540110, 2
 0.875138694,  4.197832778, 3
-0.036403948,  0.767534408, 1
 1.283927604,  3.875599972, 3
-0.387036899, -0.334965910, 1
 0.043390294,  0.290419302, 1
 0.086967085,  0.898601899, 2
 1.262969212,  4.761675180, 3
 2.215515590,  0.108509984, 2
-0.685920672, -0.320552415, 1
 1.195295247,  4.341552611, 3
 0.093572450,  0.426247048, 1
 0.152148928,  0.092251090, 1
 0.685251521,  5.113965674, 3
 0.782414098,  0.968261384, 2
 0.045070939,  0.441354255, 1
 0.784609827,  0.320304556, 2
-0.006319230,  4.151487173, 3
 0.928169469,  2.905722855, 3
 0.275155128,  4.646804536, 3
 1.053046700,  4.520347533, 3
 0.365628890, -0.274455807, 1
 0.093686063,  0.211791852, 2
 0.043150185, -0.514944823, 1
 1.145722361,  0.323798207, 2
-0.743754415,  1.488527062, 2
 0.210803027, -0.056733945, 2
 0.468887944,  2.483542936, 3
 0.076988968, -0.516530414, 1
-0.548249077, -0.394572221, 1
-0.499893336, -0.013499530, 1
 0.334102087,  3.286603349, 3
 0.150338940,  0.462047514, 1
 1.051277697, -0.550331135, 2
 0.422564115, -0.230687652, 2
 1.235147310,  0.004381976, 2
-0.266715344,  0.277439982, 1
 3.243076247,  0.812634361, 2
 1.234171213,  2.883438549, 3
 0.131107893,  2.619602711, 3
 0.428107884,  1.569659621, 1
 0.269682965,  0.165163630, 2
 0.670131837,  3.408184082, 3
 0.082818306,  0.072102011, 2
 0.272656450,  0.551947026, 1
 0.728896815,  0.495808352, 2
 0.640006751,  0.693147771, 2
 0.270922086,  1.101903727, 1
-0.131257742,  0.065385692, 1
 0.016087060,  0.743425153, 1
 1.362517192, -0.362937475, 2
 0.327682866,  0.640909330, 2
 0.458174080, -0.207752305, 2
 0.522665513, -0.268380304, 2
-0.538638638,  0.040249793, 2
 1.480910596,  5.703279355, 3
 0.745227919,  3.907216527, 3
 1.151107322,  0.373305693, 2
-0.040199360,  0.764780589, 1
 0.521655459,  3.453524289, 3
 1.568400581, -0.052460505, 2
-0.285106197,  0.529632707, 1
 1.097281935,  4.444513138, 3
 0.916373993,  0.119037392, 2
 0.589829065,  0.072990135, 2
 0.119995266,  0.082920761, 1
 1.007813738, -0.376861581, 2
 1.242357044,  0.144222944, 2
 0.233996644, -0.429984677, 2
 1.072269829,  0.063338937, 2
 0.512291268,  4.622818005, 3
 0.002520382, -0.754800815, 1
 1.314286167,  0.355180432, 2
 0.125724559,  0.041079838, 1
 1.498280568,  0.451208758, 2
 0.952270947,  4.456003009, 3
 0.788379546,  3.003487700, 3
-0.411361311, -1.432513254, 1
 0.261146112,  0.266426594, 1
 0.191573092,  3.000951047, 3
 0.719254198,  4.728789618, 3
-0.180242524, -0.160514113, 1
 0.752709953, -0.146817093, 2
 0.546474600,  0.861317835, 2
 0.022660600,  1.120864597, 1
-0.504212132,  0.286522438, 2
-0.174312118, -0.426778745, 1
 0.829899742,  3.814051897, 3
 1.048636666,  3.620411888, 3
 0.349582090,  0.857563605, 3
-0.336368641, -0.578350615, 1
